ItemId;Matches with reference;Matches without reference;Partial matches with reference;Partial matches without reference;Mismatches with reference;Mismatches without reference;Matches;Partials;Mismatches;Partials/Partials+Mismatches;;;;
Q162561;0;0;0;0;1;0;0;0;1;0;;;;
Q162569;0;0;0;0;1;0;0;0;1;0;;;;
Q162577;0;0;0;0;1;0;0;0;1;0;;;;
Q162600;0;0;0;0;1;0;0;0;1;0;;;;
Q162615;0;0;0;0;1;0;0;0;1;0;;;;
Q162677;0;0;0;0;1;0;0;0;1;0;;;;
Q162681;0;0;0;0;1;0;0;0;1;0;;;;
Q162717;0;0;0;0;1;0;0;0;1;0;;;;
Q162845;0;0;0;0;1;0;0;0;1;0;;;;
Q162890;0;0;0;0;1;0;0;0;1;0;;;;
Q162976;0;0;0;0;1;0;0;0;1;0;;;;
Q162989;0;0;0;0;1;0;0;0;1;0;;;;
Q163012;0;0;0;0;1;0;0;0;1;0;;;;
Q163017;0;0;0;0;1;0;0;0;1;0;;;;
Q163024;0;0;0;0;1;0;0;0;1;0;;;;
Q163068;0;0;0;0;1;0;0;0;1;0;;;;
Q163091;0;0;0;0;1;0;0;0;1;0;;;;
Q163100;0;0;0;0;1;0;0;0;1;0;;;;
Q163108;0;0;0;0;1;0;0;0;1;0;;;;
Q163132;0;0;0;0;1;0;0;0;1;0;;;;
Q163344;0;0;0;0;1;0;0;0;1;0;;;;
Q163346;0;0;0;0;1;0;0;0;1;0;;;;
Q163474;0;0;0;0;1;0;0;0;1;0;;;;
Q163570;0;0;0;0;1;0;0;0;1;0;;;;
Q163643;0;0;0;0;1;0;0;0;1;0;;;;
Q163749;0;0;0;0;1;0;0;0;1;0;;;;
Q163795;0;0;0;0;1;0;0;0;1;0;;;;
Q163837;0;0;0;0;1;0;0;0;1;0;;;;
Q163917;0;0;0;0;1;0;0;0;1;0;;;;
Q163966;0;0;0;0;1;0;0;0;1;0;;;;
Q164023;0;0;0;0;1;0;0;0;1;0;;;;
Q164197;0;0;0;0;1;0;0;0;1;0;;;;
Q164282;0;0;0;0;1;0;0;0;1;0;;;;
Q164339;0;0;0;0;1;0;0;0;1;0;;;;
Q164343;0;0;0;0;1;0;0;0;1;0;;;;
Q164363;0;0;0;0;1;0;0;0;1;0;;;;
Q164380;0;0;0;0;1;0;0;0;1;0;;;;
Q164458;0;0;0;0;1;0;0;0;1;0;;;;
Q164471;0;0;0;0;1;0;0;0;1;0;;;;
Q164488;0;0;0;0;1;0;0;0;1;0;;;;
Q164524;0;0;0;0;1;0;0;0;1;0;;;;
Q164536;0;0;0;0;1;0;0;0;1;0;;;;
Q164690;0;0;0;0;1;0;0;0;1;0;;;;
Q165036;0;0;0;0;1;0;0;0;1;0;;;;
Q165066;0;0;0;0;1;0;0;0;1;0;;;;
Q165131;0;0;0;0;1;0;0;0;1;0;;;;
Q165134;0;0;0;0;1;0;0;0;1;0;;;;
Q165140;0;0;0;0;1;0;0;0;1;0;;;;
Q165160;0;0;0;0;1;0;0;0;1;0;;;;
Q165167;0;0;0;0;1;0;0;0;1;0;;;;
Q165195;0;0;0;0;1;0;0;0;1;0;;;;
Q165376;0;0;0;0;1;0;0;0;1;0;;;;
Q165380;0;0;0;0;1;0;0;0;1;0;;;;
Q165381;0;0;0;0;1;0;0;0;1;0;;;;
Q165414;0;0;0;0;1;0;0;0;1;0;;;;
Q165420;0;0;0;0;1;0;0;0;1;0;;;;
Q165422;0;0;0;0;1;0;0;0;1;0;;;;
Q165501;0;0;0;0;1;0;0;0;1;0;;;;
Q165614;0;0;0;0;1;0;0;0;1;0;;;;
Q165662;0;0;0;0;1;0;0;0;1;0;;;;
Q165736;0;0;0;0;1;0;0;0;1;0;;;;
Q165857;0;0;0;0;1;0;0;0;1;0;;;;
Q165958;0;0;0;0;1;0;0;0;1;0;;;;
Q165972;0;0;0;0;1;0;0;0;1;0;;;;
Q165995;0;0;0;0;1;0;0;0;1;0;;;;
Q166009;0;0;0;0;1;0;0;0;1;0;;;;
Q166065;0;0;0;0;1;0;0;0;1;0;;;;
Q166223;0;0;0;0;1;0;0;0;1;0;;;;
Q166232;0;0;0;0;1;0;0;0;1;0;;;;
Q166255;0;0;0;0;1;0;0;0;1;0;;;;
Q166304;0;0;0;0;1;0;0;0;1;0;;;;
Q166481;0;0;0;0;1;0;0;0;1;0;;;;
Q166513;0;0;0;0;1;0;0;0;1;0;;;;
Q166640;0;0;0;0;1;0;0;0;1;0;;;;
Q166824;0;0;0;0;1;0;0;0;1;0;;;;
Q166875;0;0;0;0;1;0;0;0;1;0;;;;
Q166941;0;0;0;0;1;0;0;0;1;0;;;;
Q166997;0;0;0;0;1;0;0;0;1;0;;;;
Q167108;0;0;0;0;1;0;0;0;1;0;;;;
Q167109;0;0;0;0;1;0;0;0;1;0;;;;
Q167141;0;0;0;0;1;0;0;0;1;0;;;;
Q167152;0;0;0;0;1;0;0;0;1;0;;;;
Q167249;0;0;0;0;1;0;0;0;1;0;;;;
Q167305;0;0;0;0;1;0;0;0;1;0;;;;
Q167394;0;0;0;0;1;0;0;0;1;0;;;;
Q167528;0;0;0;0;1;0;0;0;1;0;;;;
Q167600;0;0;0;0;1;0;0;0;1;0;;;;
Q167661;0;0;0;0;1;0;0;0;1;0;;;;
Q167668;0;0;0;0;1;0;0;0;1;0;;;;
Q167673;0;0;0;0;1;0;0;0;1;0;;;;
Q167677;0;0;0;0;1;0;0;0;1;0;;;;
Q167749;0;0;0;0;1;0;0;0;1;0;;;;
Q167756;0;0;0;0;1;0;0;0;1;0;;;;
Q167783;0;0;0;0;1;0;0;0;1;0;;;;
Q167823;0;0;0;0;1;0;0;0;1;0;;;;
Q167839;0;0;0;0;1;0;0;0;1;0;;;;
Q167895;0;0;0;0;1;0;0;0;1;0;;;;
Q168057;0;0;0;0;1;0;0;0;1;0;;;;
Q168070;0;0;0;0;1;0;0;0;1;0;;;;
Q168234;0;0;0;0;1;0;0;0;1;0;;;;
Q168262;0;0;0;0;1;0;0;0;1;0;;;;
Q168285;0;0;0;0;1;0;0;0;1;0;;;;
Q168646;0;0;0;0;1;0;0;0;1;0;;;;
Q168648;0;0;0;0;1;0;0;0;1;0;;;;
Q168652;0;0;0;0;1;0;0;0;1;0;;;;
Q168668;0;0;0;0;1;0;0;0;1;0;;;;
Q168701;0;0;0;0;1;0;0;0;1;0;;;;
Q168782;0;0;0;0;1;0;0;0;1;0;;;;
Q168835;0;0;0;0;1;0;0;0;1;0;;;;
Q168954;0;0;0;0;1;0;0;0;1;0;;;;
Q168972;0;0;0;0;1;0;0;0;1;0;;;;
Q168991;0;0;0;0;1;0;0;0;1;0;;;;
Q169153;0;0;0;0;1;0;0;0;1;0;;;;
Q169160;0;0;0;0;1;0;0;0;1;0;;;;
Q169492;0;0;0;0;1;0;0;0;1;0;;;;
Q169592;0;0;0;0;1;0;0;0;1;0;;;;
Q169997;0;0;0;0;1;0;0;0;1;0;;;;
Q170020;0;0;0;0;1;0;0;0;1;0;;;;
Q170244;0;0;0;0;1;0;0;0;1;0;;;;
Q170247;0;0;0;0;1;0;0;0;1;0;;;;
Q170263;0;0;0;0;1;0;0;0;1;0;;;;
Q170287;0;0;0;0;1;0;0;0;1;0;;;;
Q170301;0;0;0;0;1;0;0;0;1;0;;;;
Q170313;0;0;0;0;1;0;0;0;1;0;;;;
Q170322;0;0;0;0;1;0;0;0;1;0;;;;
Q170366;0;0;0;0;1;0;0;0;1;0;;;;
Q170415;0;0;0;0;1;0;0;0;1;0;;;;
Q170454;0;0;0;0;1;0;0;0;1;0;;;;
Q170462;0;0;0;0;1;0;0;0;1;0;;;;
Q170478;0;0;0;0;0;1;0;0;1;0;;;;
Q170497;0;0;0;0;1;0;0;0;1;0;;;;
Q170507;0;0;0;0;1;0;0;0;1;0;;;;
Q170513;0;0;0;0;1;0;0;0;1;0;;;;
Q170525;0;0;0;0;1;0;0;0;1;0;;;;
Q170573;0;0;0;0;1;0;0;0;1;0;;;;
Q170578;0;0;0;0;1;0;0;0;1;0;;;;
Q170616;0;0;0;0;1;0;0;0;1;0;;;;
Q170693;0;0;0;0;1;0;0;0;1;0;;;;
Q170715;0;0;0;0;1;0;0;0;1;0;;;;
Q170919;0;0;0;0;1;0;0;0;1;0;;;;
Q170996;0;0;0;0;1;0;0;0;1;0;;;;
Q171018;0;0;0;0;1;0;0;0;1;0;;;;
Q171080;0;0;0;0;1;0;0;0;1;0;;;;
Q171219;0;0;0;0;1;0;0;0;1;0;;;;
Q171224;0;0;0;0;1;0;0;0;1;0;;;;
Q171237;0;0;0;0;1;0;0;0;1;0;;;;
Q171545;0;0;0;0;0;1;0;0;1;0;;;;
Q171632;0;0;0;0;1;0;0;0;1;0;;;;
Q171639;0;0;0;0;1;0;0;0;1;0;;;;
Q171714;0;0;0;0;1;0;0;0;1;0;;;;
Q171771;0;0;0;0;1;0;0;0;1;0;;;;
Q171810;0;0;0;0;1;0;0;0;1;0;;;;
Q171866;0;0;0;0;1;0;0;0;1;0;;;;
Q171943;0;0;0;0;1;0;0;0;1;0;;;;
Q172146;0;0;0;0;1;0;0;0;1;0;;;;
Q172157;0;0;0;0;1;0;0;0;1;0;;;;
Q172267;0;0;0;0;1;0;0;0;1;0;;;;
Q172455;0;0;0;0;1;0;0;0;1;0;;;;
Q172470;0;0;0;0;1;0;0;0;1;0;;;;
Q172484;0;0;0;0;1;0;0;0;1;0;;;;
Q172593;0;0;0;0;1;0;0;0;1;0;;;;
Q172601;0;0;0;0;1;0;0;0;1;0;;;;
Q172637;0;0;0;0;1;0;0;0;1;0;;;;
Q172996;0;0;0;0;1;0;0;0;1;0;;;;
Q173219;0;0;0;0;1;0;0;0;1;0;;;;
Q173277;0;0;0;0;1;0;0;0;1;0;;;;
Q173338;0;0;0;0;1;0;0;0;1;0;;;;
Q173474;0;0;0;0;1;0;0;0;1;0;;;;
Q173532;0;0;0;0;1;0;0;0;1;0;;;;
Q173545;0;0;0;0;1;0;0;0;1;0;;;;
Q173690;0;0;0;0;1;0;0;0;1;0;;;;
Q173705;0;0;0;0;1;0;0;0;1;0;;;;
Q173933;0;0;0;0;1;0;0;0;1;0;;;;
Q173985;0;0;0;0;1;0;0;0;1;0;;;;
Q174002;0;0;0;0;1;0;0;0;1;0;;;;
Q174057;0;0;0;0;1;0;0;0;1;0;;;;
Q174091;0;0;0;0;1;0;0;0;1;0;;;;
Q174138;0;0;0;0;1;0;0;0;1;0;;;;
Q174224;0;0;0;0;1;0;0;0;1;0;;;;
Q174234;0;0;0;0;1;0;0;0;1;0;;;;
Q174235;0;0;0;0;1;0;0;0;1;0;;;;
Q174239;0;0;0;0;1;0;0;0;1;0;;;;
Q174257;0;0;0;0;1;0;0;0;1;0;;;;
Q174307;0;0;0;0;1;0;0;0;1;0;;;;
Q174341;0;0;0;0;1;0;0;0;1;0;;;;
Q174434;0;0;0;0;1;0;0;0;1;0;;;;
Q174435;0;0;0;0;1;0;0;0;1;0;;;;
Q174461;0;0;0;0;1;0;0;0;1;0;;;;
Q174464;0;0;0;0;1;0;0;0;1;0;;;;
Q174476;0;0;0;0;1;0;0;0;1;0;;;;
Q174483;0;0;0;0;1;0;0;0;1;0;;;;
Q174658;0;0;0;0;1;0;0;0;1;0;;;;
Q174665;0;0;0;0;1;0;0;0;1;0;;;;
Q174684;0;0;0;0;0;1;0;0;1;0;;;;
Q174691;0;0;0;0;1;0;0;0;1;0;;;;
Q174734;0;0;0;0;1;0;0;0;1;0;;;;
Q174879;0;0;0;0;1;0;0;0;1;0;;;;
Q174883;0;0;0;0;1;0;0;0;1;0;;;;
Q174909;0;0;0;0;1;0;0;0;1;0;;;;
Q174916;0;0;0;0;1;0;0;0;1;0;;;;
Q175323;0;0;0;0;1;0;0;0;1;0;;;;
Q175367;0;0;0;0;1;0;0;0;1;0;;;;
Q175452;0;0;0;0;1;0;0;0;1;0;;;;
Q175504;0;0;0;0;1;0;0;0;1;0;;;;
Q175552;0;0;0;0;1;0;0;0;1;0;;;;
Q175618;0;0;0;0;1;0;0;0;1;0;;;;
Q175625;0;0;0;0;1;0;0;0;1;0;;;;
Q175632;0;0;0;0;1;0;0;0;1;0;;;;
Q175651;0;0;0;0;1;0;0;0;1;0;;;;
Q175698;0;0;0;0;1;0;0;0;1;0;;;;
Q175741;0;0;0;0;1;0;0;0;1;0;;;;
Q175742;0;0;0;0;1;0;0;0;1;0;;;;
Q175746;0;0;0;0;1;0;0;0;1;0;;;;
Q175771;0;0;0;0;1;0;0;0;1;0;;;;
Q175903;0;0;0;0;1;0;0;0;1;0;;;;
Q175923;0;0;0;0;1;0;0;0;1;0;;;;
Q176127;0;0;0;0;1;0;0;0;1;0;;;;
Q176217;0;0;0;0;1;0;0;0;1;0;;;;
Q176229;0;0;0;0;1;0;0;0;1;0;;;;
Q176335;0;0;0;0;1;0;0;0;1;0;;;;
Q176349;0;0;0;0;1;0;0;0;1;0;;;;
Q176619;0;0;0;0;1;0;0;0;1;0;;;;
Q176717;0;0;0;0;1;0;0;0;1;0;;;;
Q176767;0;0;0;0;1;0;0;0;1;0;;;;
Q176778;0;0;0;0;1;0;0;0;1;0;;;;
Q177052;0;0;0;0;1;0;0;0;1;0;;;;
Q177097;0;0;0;0;1;0;0;0;1;0;;;;
Q177149;0;0;0;0;1;0;0;0;1;0;;;;
Q177280;0;0;0;0;1;0;0;0;1;0;;;;
Q177316;0;0;0;0;1;0;0;0;1;0;;;;
Q177412;0;0;0;0;1;0;0;0;1;0;;;;
Q177544;0;0;0;0;1;0;0;0;1;0;;;;
Q177554;0;0;0;0;1;0;0;0;1;0;;;;
Q177713;0;0;0;0;1;0;0;0;1;0;;;;
Q177726;0;0;0;0;1;0;0;0;1;0;;;;
Q177741;0;0;0;0;1;0;0;0;1;0;;;;
Q177805;0;0;0;0;1;0;0;0;1;0;;;;
Q177864;0;0;0;0;1;0;0;0;1;0;;;;
Q177920;0;0;0;0;1;0;0;0;1;0;;;;
Q177933;0;0;0;0;1;0;0;0;1;0;;;;
Q178093;0;0;0;0;1;0;0;0;1;0;;;;
Q178152;0;0;0;0;1;0;0;0;1;0;;;;
Q178310;0;0;0;0;1;0;0;0;1;0;;;;
Q178385;0;0;0;0;1;0;0;0;1;0;;;;
Q178442;0;0;0;0;1;0;0;0;1;0;;;;
Q178479;0;0;0;0;1;0;0;0;1;0;;;;
Q178486;0;0;0;0;1;0;0;0;1;0;;;;
Q178531;0;0;0;0;1;0;0;0;1;0;;;;
Q178532;0;0;0;0;1;0;0;0;1;0;;;;
Q178703;0;0;0;0;1;0;0;0;1;0;;;;
Q178725;0;0;0;0;0;1;0;0;1;0;;;;
Q178835;0;0;0;0;1;0;0;0;1;0;;;;
Q178948;0;0;0;0;1;0;0;0;1;0;;;;
Q178949;0;0;0;0;1;0;0;0;1;0;;;;
Q179013;0;0;0;0;1;0;0;0;1;0;;;;
Q179029;0;0;0;0;1;0;0;0;1;0;;;;
Q179034;0;0;0;0;1;0;0;0;1;0;;;;
Q179224;0;0;0;0;1;0;0;0;1;0;;;;
Q179385;0;0;0;0;1;0;0;0;1;0;;;;
Q179406;0;0;0;0;1;0;0;0;1;0;;;;
Q179431;0;0;0;0;1;0;0;0;1;0;;;;
Q179464;0;0;0;0;1;0;0;0;1;0;;;;
Q179520;1;0;0;0;0;0;1;0;0;0;;;;
Q179570;0;0;0;0;1;0;0;0;1;0;;;;
Q179608;0;0;0;0;0;1;0;0;1;0;;;;
Q179626;0;0;0;0;1;0;0;0;1;0;;;;
Q179698;0;0;0;0;1;0;0;0;1;0;;;;
Q179699;0;0;0;0;1;0;0;0;1;0;;;;
Q179716;0;0;0;0;1;0;0;0;1;0;;;;
Q179762;0;0;0;0;1;0;0;0;1;0;;;;
Q179815;0;0;0;0;1;0;0;0;1;0;;;;
Q179821;0;0;0;0;1;0;0;0;1;0;;;;
Q179833;0;0;0;0;1;0;0;0;1;0;;;;
Q179934;0;0;0;0;1;0;0;0;1;0;;;;
Q179977;0;0;0;0;1;0;0;0;1;0;;;;
Q180050;0;0;0;0;1;0;0;0;1;0;;;;
Q180057;0;0;0;0;1;0;0;0;1;0;;;;
Q180067;0;0;0;0;1;0;0;0;1;0;;;;
Q180103;0;0;0;0;1;0;0;0;1;0;;;;
Q180139;0;0;0;0;1;0;0;0;1;0;;;;
Q180233;0;0;0;0;1;0;0;0;1;0;;;;
Q180267;0;0;0;0;1;0;0;0;1;0;;;;
Q180273;0;0;0;0;1;0;0;0;1;0;;;;
Q180290;0;0;0;0;1;0;0;0;1;0;;;;
Q180333;0;0;0;0;1;0;0;0;1;0;;;;
Q180379;0;0;0;0;1;0;0;0;1;0;;;;
Q180470;0;0;0;0;0;1;0;0;1;0;;;;
Q180480;0;0;0;0;1;0;0;0;1;0;;;;
Q180522;0;0;0;0;1;0;0;0;1;0;;;;
Q180561;0;0;0;0;1;0;0;0;1;0;;;;
Q180717;0;0;0;0;1;0;0;0;1;0;;;;
Q180754;0;0;0;0;1;0;0;0;1;0;;;;
Q180755;0;0;0;0;1;0;0;0;1;0;;;;
Q180773;0;0;0;0;1;0;0;0;1;0;;;;
Q180791;0;0;0;0;1;0;0;0;1;0;;;;
Q180803;0;0;0;0;1;0;0;0;1;0;;;;
Q180869;0;0;0;0;1;0;0;0;1;0;;;;
Q180898;0;0;0;0;1;0;0;0;1;0;;;;
Q180921;0;0;0;0;1;0;0;0;1;0;;;;
Q181127;0;0;0;0;1;0;0;0;1;0;;;;
Q181167;0;0;0;0;1;0;0;0;1;0;;;;
Q181256;0;0;0;0;1;0;0;0;1;0;;;;
Q181276;0;0;0;0;1;0;0;0;1;0;;;;
Q181285;0;0;0;0;1;0;0;0;1;0;;;;
Q181306;0;0;0;0;1;0;0;0;1;0;;;;
Q181314;0;0;0;0;1;0;0;0;1;0;;;;
Q181376;0;0;0;0;1;0;0;0;1;0;;;;
Q181389;0;0;0;0;1;0;0;0;1;0;;;;
Q181504;0;0;0;0;1;0;0;0;1;0;;;;
Q181541;0;0;0;0;1;0;0;0;1;0;;;;
Q181605;0;0;0;0;1;0;0;0;1;0;;;;
Q181609;0;0;0;0;1;0;0;0;1;0;;;;
Q181673;0;0;0;0;1;0;0;0;1;0;;;;
Q181745;0;0;0;0;1;0;0;0;1;0;;;;
Q181877;0;0;0;0;1;0;0;0;1;0;;;;
Q181910;0;0;0;0;1;0;0;0;1;0;;;;
Q181914;0;0;0;0;1;0;0;0;1;0;;;;
Q181955;0;0;0;0;1;0;0;0;1;0;;;;
Q181962;0;0;0;0;0;1;0;0;1;0;;;;
Q181981;0;0;0;0;1;0;0;0;1;0;;;;
Q182009;0;0;0;0;1;0;0;0;1;0;;;;
Q182018;0;0;0;0;1;0;0;0;1;0;;;;
Q182049;0;0;0;0;1;0;0;0;1;0;;;;
Q182054;0;0;0;0;1;0;0;0;1;0;;;;
Q182059;0;0;0;0;1;0;0;0;1;0;;;;
Q182092;0;0;0;0;1;0;0;0;1;0;;;;
Q182114;0;0;0;0;1;0;0;0;1;0;;;;
Q182131;0;0;0;0;1;0;0;0;1;0;;;;
Q182174;0;0;0;0;1;0;0;0;1;0;;;;
Q182299;0;0;0;0;1;0;0;0;1;0;;;;
Q182394;0;0;0;0;1;0;0;0;1;0;;;;
Q182426;0;0;0;0;1;0;0;0;1;0;;;;
Q182428;0;0;0;0;1;0;0;0;1;0;;;;
Q182481;0;0;0;0;1;0;0;0;1;0;;;;
Q182601;0;0;0;0;1;0;0;0;1;0;;;;
Q182691;0;0;0;0;1;0;0;0;1;0;;;;
Q182744;0;0;0;0;1;0;0;0;1;0;;;;
Q182753;0;0;0;0;1;0;0;0;1;0;;;;
Q182805;0;0;0;0;1;0;0;0;1;0;;;;
Q182852;0;0;0;0;0;1;0;0;1;0;;;;
Q182857;0;0;0;0;1;0;0;0;1;0;;;;
Q182872;0;0;0;0;1;0;0;0;1;0;;;;
Q182892;0;0;0;0;1;0;0;0;1;0;;;;
Q182923;0;0;0;0;1;0;0;0;1;0;;;;
Q182938;0;0;0;0;1;0;0;0;1;0;;;;
Q182947;0;0;0;0;1;0;0;0;1;0;;;;
Q182979;0;0;0;0;1;0;0;0;1;0;;;;
Q183028;0;0;0;0;1;0;0;0;1;0;;;;
Q183104;0;0;0;0;1;0;0;0;1;0;;;;
Q183106;0;0;0;0;1;0;0;0;1;0;;;;
Q183111;0;0;0;0;1;0;0;0;1;0;;;;
Q183124;0;0;0;0;1;0;0;0;1;0;;;;
Q183148;0;0;0;0;1;0;0;0;1;0;;;;
Q183199;0;0;0;0;1;0;0;0;1;0;;;;
Q183228;0;0;0;0;1;0;0;0;1;0;;;;
Q183262;0;0;0;0;1;0;0;0;1;0;;;;
Q183298;0;0;0;0;1;0;0;0;1;0;;;;
Q183303;0;0;0;0;1;0;0;0;1;0;;;;
Q183307;0;0;0;0;1;0;0;0;1;0;;;;
Q183329;0;0;0;0;1;0;0;0;1;0;;;;
Q183345;0;0;0;0;1;0;0;0;1;0;;;;
Q183394;0;0;0;0;1;0;0;0;1;0;;;;
Q183449;0;0;0;0;1;0;0;0;1;0;;;;
Q183483;0;0;0;0;1;0;0;0;1;0;;;;
Q183485;0;0;0;0;1;0;0;0;1;0;;;;
Q183515;0;0;0;0;1;0;0;0;1;0;;;;
Q183551;0;0;0;0;1;0;0;0;1;0;;;;
Q183557;0;0;0;0;1;0;0;0;1;0;;;;
Q183584;0;0;0;0;1;0;0;0;1;0;;;;
Q183841;0;0;0;0;1;0;0;0;1;0;;;;
Q183910;0;0;0;0;1;0;0;0;1;0;;;;
Q184023;0;0;0;0;1;0;0;0;1;0;;;;
Q184046;0;0;0;0;1;0;0;0;1;0;;;;
Q184047;0;0;0;0;1;0;0;0;1;0;;;;
Q184090;0;0;0;0;1;0;0;0;1;0;;;;
Q184159;0;0;0;0;1;0;0;0;1;0;;;;
Q184163;0;0;0;0;1;0;0;0;1;0;;;;
Q184184;0;0;0;0;1;0;0;0;1;0;;;;
Q184287;0;0;0;0;1;0;0;0;1;0;;;;
Q184346;0;0;0;0;1;0;0;0;1;0;;;;
Q184359;0;0;0;0;1;0;0;0;1;0;;;;
Q184371;0;0;0;0;1;0;0;0;1;0;;;;
Q184379;0;0;0;0;1;0;0;0;1;0;;;;
Q184383;0;0;0;0;1;0;0;0;1;0;;;;
Q184392;0;0;0;0;1;0;0;0;1;0;;;;
Q184481;0;0;0;0;1;0;0;0;1;0;;;;
Q184517;0;0;0;0;1;0;0;0;1;0;;;;
Q184579;0;0;0;0;1;0;0;0;1;0;;;;
Q184587;0;0;0;0;1;0;0;0;1;0;;;;
Q184775;0;0;0;0;1;0;0;0;1;0;;;;
Q184837;0;0;0;0;1;0;0;0;1;0;;;;
Q184873;0;0;0;0;1;0;0;0;1;0;;;;
Q184877;0;0;0;0;1;0;0;0;1;0;;;;
Q184919;0;0;0;0;1;0;0;0;1;0;;;;
Q184939;0;0;0;0;1;0;0;0;1;0;;;;
Q184983;0;0;0;0;1;0;0;0;1;0;;;;
Q185066;0;0;0;0;1;0;0;0;1;0;;;;
Q185075;0;0;0;0;1;0;0;0;1;0;;;;
Q185125;0;0;0;0;1;0;0;0;1;0;;;;
Q185134;0;0;0;0;1;0;0;0;1;0;;;;
Q185221;0;0;0;0;1;0;0;0;1;0;;;;
Q185274;0;0;0;0;1;0;0;0;1;0;;;;
Q185289;0;0;0;0;1;0;0;0;1;0;;;;
Q185453;0;0;0;0;1;0;0;0;1;0;;;;
Q185518;0;0;0;0;1;0;0;0;1;0;;;;
Q185582;0;0;0;0;1;0;0;0;1;0;;;;
Q185591;0;0;0;0;1;0;0;0;1;0;;;;
Q185632;0;0;0;0;1;0;0;0;1;0;;;;
Q185684;0;0;0;0;0;1;0;0;1;0;;;;
Q185721;0;0;0;0;1;0;0;0;1;0;;;;
Q185754;0;0;0;0;1;0;0;0;1;0;;;;
Q185944;0;0;0;0;1;0;0;0;1;0;;;;
Q186037;0;0;0;0;1;0;0;0;1;0;;;;
Q186040;0;0;0;0;1;0;0;0;1;0;;;;
Q186141;0;0;0;0;1;0;0;0;1;0;;;;
Q186158;0;0;0;0;1;0;0;0;1;0;;;;
Q186182;0;0;0;0;1;0;0;0;1;0;;;;
Q186199;0;0;0;0;1;0;0;0;1;0;;;;
Q186254;0;0;0;0;1;0;0;0;1;0;;;;
Q186349;0;0;0;0;1;0;0;0;1;0;;;;
Q186441;0;0;0;0;1;0;0;0;1;0;;;;
Q186467;0;0;0;0;1;0;0;0;1;0;;;;
Q186495;0;0;0;0;1;0;0;0;1;0;;;;
Q186557;0;0;0;0;1;0;0;0;1;0;;;;
Q186569;0;0;0;0;1;0;0;0;1;0;;;;
Q186576;0;0;0;0;1;0;0;0;1;0;;;;
Q186680;0;0;0;0;1;0;0;0;1;0;;;;
Q186702;0;0;0;0;1;0;0;0;1;0;;;;
Q186719;0;0;0;0;1;0;0;0;1;0;;;;
Q186848;0;0;0;0;1;0;0;0;1;0;;;;
Q186954;0;0;0;0;1;0;0;0;1;0;;;;
Q187032;0;0;0;0;1;0;0;0;1;0;;;;
Q187043;0;0;0;0;1;0;0;0;1;0;;;;
Q187122;0;0;0;0;1;0;0;0;1;0;;;;
Q187284;0;0;0;0;1;0;0;0;1;0;;;;
Q187334;0;0;0;0;1;0;0;0;1;0;;;;
Q187346;0;0;0;0;1;0;0;0;1;0;;;;
Q187584;0;0;0;0;1;0;0;0;1;0;;;;
Q187593;0;0;0;0;1;0;0;0;1;0;;;;
Q187614;0;0;0;0;1;0;0;0;1;0;;;;
Q187636;0;0;0;0;1;0;0;0;1;0;;;;
Q187712;0;0;0;0;1;0;0;0;1;0;;;;
Q187714;0;0;0;0;1;0;0;0;1;0;;;;
Q187755;0;0;0;0;1;0;0;0;1;0;;;;
Q187779;0;0;0;0;1;0;0;0;1;0;;;;
Q187796;0;0;0;0;1;0;0;0;1;0;;;;
Q187805;0;0;0;0;1;0;0;0;1;0;;;;
Q187812;0;0;0;0;1;0;0;0;1;0;;;;
Q187887;0;0;0;0;1;0;0;0;1;0;;;;
Q187893;0;0;0;0;1;0;0;0;1;0;;;;
Q188022;0;0;0;0;1;0;0;0;1;0;;;;
Q188033;0;0;0;0;1;0;0;0;1;0;;;;
Q188082;0;0;0;0;1;0;0;0;1;0;;;;
Q188301;0;0;0;0;0;1;0;0;1;0;;;;
Q188304;0;0;0;0;1;0;0;0;1;0;;;;
Q188329;0;0;0;0;1;0;0;0;1;0;;;;
Q188336;0;0;0;0;1;0;0;0;1;0;;;;
Q188368;0;0;0;0;1;0;0;0;1;0;;;;
Q188471;0;0;0;0;1;0;0;0;1;0;;;;
Q188490;0;0;0;0;1;0;0;0;1;0;;;;
Q188496;0;0;0;0;1;0;0;0;1;0;;;;
Q188499;0;0;0;0;1;0;0;0;1;0;;;;
Q188565;0;0;0;0;1;0;0;0;1;0;;;;
Q188573;0;0;0;0;1;0;0;0;1;0;;;;
Q188598;0;0;0;0;1;0;0;0;1;0;;;;
Q188743;0;0;0;0;1;0;0;0;1;0;;;;
Q188780;0;0;0;0;1;0;0;0;1;0;;;;
Q188953;0;0;0;0;1;0;0;0;1;0;;;;
Q189035;0;0;0;0;1;0;0;0;1;0;;;;
Q189059;0;0;0;0;1;0;0;0;1;0;;;;
Q189133;0;0;0;0;0;1;0;0;1;0;;;;
Q189153;0;0;0;0;1;0;0;0;1;0;;;;
Q189161;0;0;0;0;1;0;0;0;1;0;;;;
Q189236;0;0;0;0;1;0;0;0;1;0;;;;
Q189241;0;0;0;0;1;0;0;0;1;0;;;;
Q189268;0;0;0;0;1;0;0;0;1;0;;;;
Q189288;0;0;0;0;1;0;0;0;1;0;;;;
Q189305;0;0;0;0;1;0;0;0;1;0;;;;
Q189328;0;0;0;0;1;0;0;0;1;0;;;;
